timestamp,top20elec,top20heat,top50elec,top50heat,allelec,allheat,top20cop,top50cop,allcop,all_minus_top20_elec,all_minus_top20_heat,all_minus_top20_cop,all_minus_top50_elec,all_minus_top50_heat,all_minus_top50_cop,apparent_temperature (°C),predicted_consumption_Hybrid
2024-01-01 00:00:00+00:00,7543.0,30925.0,18114.0,78457.0,44192.0,166261.0,4.099827654779266,4.33129071436458,3.7622420347574224,36649.0,135336.0,3.6927610576004803,26078.0,87804.0,3.3669759950916482,1.5,491.8988050824523
2024-01-01 01:00:00+00:00,6266.0,26796.0,18184.0,76269.0,46901.0,170012.0,4.276412384296202,4.1942916849978005,3.624912048783608,40635.0,143216.0,3.5244493663098315,28717.0,93743.0,3.264373019465822,1.1,492.1126062752646
2024-01-01 02:00:00+00:00,5920.0,27819.0,25070.0,103767.0,47823.0,187735.0,4.699155405405405,4.139090546469884,3.925621562846329,41903.0,159916.0,3.8163377323819296,22753.0,83968.0,3.690414450841647,0.4,500.64304289665023
2024-01-01 03:00:00+00:00,6904.0,35888.0,21992.0,99117.0,52645.0,198663.0,5.198146002317497,4.506957075300109,3.773634723145598,45741.0,162775.0,3.5586235543604205,30653.0,99546.0,3.247512478387107,0.5,529.5172840266847
2024-01-01 04:00:00+00:00,5467.0,27589.0,20846.0,91016.0,65049.0,240973.0,5.046460581671849,4.366113403050945,3.7044843118264694,59582.0,213384.0,3.5813500721694473,44203.0,149957.0,3.392462050087098,0.4,618.883046595744
2024-01-01 05:00:00+00:00,7447.0,32483.0,22030.0,96027.0,67355.0,254326.0,4.361890694239291,4.358919655015887,3.7759037933338284,59908.0,221843.0,3.703061360753155,45325.0,158299.0,3.4925317153888584,0.0,656.6013316841994
2024-01-01 06:00:00+00:00,6117.0,31202.0,19304.0,89553.0,71876.0,285859.0,5.100866437796306,4.639090343970162,3.977113361901052,65759.0,254657.0,3.872580179138977,52572.0,196306.0,3.73404093433767,-0.1,670.8437909184244
2024-01-01 07:00:00+00:00,7484.0,35766.0,22445.0,98673.0,69888.0,264041.0,4.778995189738108,4.396212965025618,3.77805918040293,62404.0,228275.0,3.658018716748926,47443.0,165368.0,3.4856143161267203,-0.7,673.7921486819315
2024-01-01 08:00:00+00:00,7087.0,32506.0,21191.0,93283.0,64262.0,249624.0,4.586708057005786,4.402010287386155,3.884472938906352,57175.0,217118.0,3.7974289462177526,43071.0,156341.0,3.629843746372269,-0.8,670.2627870507565
2024-01-01 09:00:00+00:00,9588.0,47094.0,23392.0,105846.0,67129.0,254993.0,4.911764705882353,4.524880300957593,3.7985520415915626,57541.0,207899.0,3.6130585147981438,43737.0,149147.0,3.4100875688776093,-0.8,669.7561646260442
2024-01-01 10:00:00+00:00,8303.0,39196.0,19744.0,88718.0,65106.0,252041.0,4.720703360231242,4.4934157212317665,3.8712407458605966,56803.0,212845.0,3.7470732179638397,45362.0,163323.0,3.600436488690975,-0.1,647.8795881039235
2024-01-01 11:00:00+00:00,8386.0,39955.0,19036.0,87077.0,60605.0,237961.0,4.76448843310279,4.5743328430342505,3.9264252124412176,52219.0,198006.0,3.7918382198050518,41569.0,150884.0,3.6297240732276457,1.1,636.4032020572905
2024-01-01 12:00:00+00:00,6725.0,33877.0,15047.0,71170.0,50859.0,199168.0,5.037472118959108,4.729846481026118,3.916081716117108,44134.0,165291.0,3.7452077763175784,35812.0,127998.0,3.574165084329275,2.3,630.2652301093843
2024-01-01 13:00:00+00:00,6900.0,28907.0,15877.0,64435.0,72062.0,263503.0,4.1894202898550725,4.058386345027398,3.656615136965391,65162.0,234596.0,3.6001964335041894,56185.0,199068.0,3.5430808934769065,2.9,610.3696551207776
2024-01-01 14:00:00+00:00,6045.0,30198.0,17448.0,74262.0,64143.0,236891.0,4.995533498759305,4.256189821182944,3.6931699483965517,58098.0,206693.0,3.557661193156391,46695.0,162629.0,3.482792590213085,3.5,578.3384241306169
2024-01-01 15:00:00+00:00,6445.0,32455.0,19701.0,88725.0,66524.0,264715.0,5.035686578743212,4.503578498553373,3.9792405748301367,60079.0,232260.0,3.865909885317665,46823.0,175990.0,3.758622899002627,3.6,570.6889234309316
